Moisture,Nitrogen,Phosphorous,Potassium,Crop_Name
73.44767518101055,1.2241814998625626,0.443832828302838,1.094206927296202,Corn-Field for silage
73.3942281737879,1.0337274397967613,0.4372087094372329,0.8653923041002733,Corn-Field for silage
71.9794554594472,1.3983391740231286,0.23769141180348977,1.0565584235129704,Corn-Field for silage
72.7058596032107,1.3823223824670858,0.40615219630525046,1.250805221264151,Corn-Field for silage
72.0386569934139,1.2700746262413536,0.33966098891113944,1.233527319484448,Corn-Field for silage
72.53866064671062,1.2610417180029128,0.33634315918973834,1.1241160687035694,Corn-Field for silage
71.97818878174279,1.3997575545661016,0.24174814914887463,1.3371701476704725,Corn-Field for silage
73.10006938719464,1.3183903948023952,0.2014249794016444,1.2959086326144122,Corn-Field for silage
72.96100301367949,1.433440029652373,0.40451500730400997,1.0990861075638292,Corn-Field for silage
72.95661435456337,1.2932078978741597,0.3627798601249037,1.2052743160184378,Corn-Field for silage
72.80547257101647,1.2604504765671634,0.20297316598459492,1.5697547451790281,Corn-Field for silage
73.16964762870418,1.3151621756190934,0.37911574730991415,1.5125474316295493,Corn-Field for silage
72.50768965580032,1.2791250310094713,0.18773529999817876,1.2967765725798261,Corn-Field for silage
72.99878057731756,1.2297857734506148,0.26929669462916844,1.0451473580508495,Corn-Field for silage
73.70245505179423,1.34163122465953,0.3298583664613174,1.261790950973605,Corn-Field for silage
72.71273230561334,1.419540248558023,0.4304843982413773,1.3369039107580882,Corn-Field for silage
73.12178716214838,1.1247527327634579,0.4484243392012651,0.949628561243794,Corn-Field for silage
73.1449286748878,1.2253101012497842,0.3881115425701707,1.058384367487362,Corn-Field for silage
72.85617487182672,1.3500194556552714,0.3316647773458917,1.043027820530007,Corn-Field for silage
73.45089952787797,1.268813484457691,0.2513093459182831,0.9739748307024138,Corn-Field for silage
73.17331395499023,1.3825225999419088,0.2656556077704861,1.2850431814008303,Corn-Field for silage
72.80796590791502,1.0984220532205182,0.5169501949326869,1.074905685558528,Corn-Field for silage
72.17298129565496,1.422002363343219,0.1964685047111267,0.7028925225819949,Corn-Field for silage
72.76685928085662,1.4539946258701644,0.17466244042634052,1.049376151592927,Corn-Field for silage
72.73351325519427,1.317480972172477,0.4229197504228009,1.1268426612846776,Corn-Field for silage
73.1153838791395,1.3507167724396332,0.17358061649176323,1.1497495848209172,Corn-Field for silage
73.1220594817121,1.314892434210706,0.23340727378442375,1.1152409448219616,Corn-Field for silage
73.62267353513445,1.3395652906619027,0.506859981920812,1.124473693276237,Corn-Field for silage
73.26063377071128,1.4800323409832736,0.2096393094390359,1.3893562739298801,Corn-Field for silage
73.5283875276728,1.345688561982077,0.12872133236990552,1.586851754151937,Corn-Field for silage
73.26677437379064,1.5638116503072454,0.39254644323638643,1.104455091322106,Corn-Field for silage
72.48540490407402,1.3114617909596062,0.04922584268567487,1.1082249692958788,Corn-Field for silage
73.66530082562674,1.369093304570102,0.4294971270992343,1.4279709727023104,Corn-Field for silage
72.53507507865639,1.2108804101220196,0.134988472716316,0.9281851074414524,Corn-Field for silage
72.43366197472338,1.5331132419554376,0.16618095401432195,1.1183833297954149,Corn-Field for silage
73.21870407005689,1.2938957631192645,0.2643294324388218,1.0823352193220723,Corn-Field for silage
72.600321806222,1.2382051868719375,0.40488037306205843,1.4301430948615654,Corn-Field for silage
72.95448658535076,1.3217662911170844,0.2642880768869142,1.1032785175051785,Corn-Field for silage
73.09309253587315,1.2525841646637494,0.19703803451340418,1.4615716613013652,Corn-Field for silage
72.66930132312046,1.2280023177502326,0.27930096773640406,1.1304898332066071,Corn-Field for silage
73.4039572135137,1.369079973903428,0.3810174072434305,1.0987365073440225,Corn-Field for silage
72.92464350912606,1.355643261196796,0.3520507435167664,0.9713431195377011,Corn-Field for silage
72.69106130055805,1.3761692350756523,0.3713495847103457,0.7676303356965112,Corn-Field for silage
73.4045034807794,1.067764225548864,0.38228039154645155,1.3145646030133524,Corn-Field for silage
73.63268563484174,1.267452302537486,0.3604380504489543,1.0696987237840807,Corn-Field for silage
73.44093803972049,1.4684929162735836,0.29037895768175975,0.9235262271142985,Corn-Field for silage
72.85689835278825,1.3292365881278696,0.384658277107615,1.2576099656629227,Corn-Field for silage
72.78001808733963,1.4620327602755134,0.20436484660801535,1.3762170531997155,Corn-Field for silage
72.33561925490524,1.2247314586645905,0.28725856068514555,1.0106360782775365,Corn-Field for silage
72.95850531950367,1.2403324754167633,0.2632136671601185,1.3285278062790409,Corn-Field for silage
72.50190884799443,1.1692624099494393,0.2799882582159048,1.3541904290706113,Corn-Field for silage
72.93242886192724,1.5303022572067626,0.149027511473581,1.2439565116947597,Corn-Field for silage
73.50985357250164,1.4089539785078893,0.2581005882236973,1.4143920855269196,Corn-Field for silage
72.49328152330432,1.3078213070497031,0.3386100296885365,0.7944598657921442,Corn-Field for silage
73.44311439719603,1.3174752886169487,0.2872085437670453,0.9943309308383478,Corn-Field for silage
72.58851967067385,1.2503082671447239,0.3425570946871015,1.3951051017269644,Corn-Field for silage
73.03235573982573,1.2602442786663195,0.3742276701735938,1.2258811080588672,Corn-Field for silage
72.3260480208646,1.0677085034008729,0.45644833259485756,1.205398777489022,Corn-Field for silage
73.14197578439257,1.1049222168333013,0.27659747550863406,0.8090612038176255,Corn-Field for silage
72.8659251990913,1.3548699833592044,0.27247869590065393,1.0657932135238364,Corn-Field for silage
72.81215562525539,1.093872701402045,0.2852747028262589,0.777189046785367,Corn-Field for silage
73.20822865778815,1.2034892347838384,0.4076330922056966,1.301395781036434,Corn-Field for silage
73.54354052070677,1.2619598860659134,0.2359096563581979,1.5393453048488182,Corn-Field for silage
73.31523807243366,1.4521614648105885,0.23891756044710588,1.2706728129444609,Corn-Field for silage
73.00434527251214,1.414900267807297,0.39389986032723584,1.0704483377831844,Corn-Field for silage
73.1441710210708,1.359552903264281,0.2959925718397532,1.350439022234788,Corn-Field for silage
72.69915913350587,1.251764510409609,0.2506048993345048,1.2486412387063635,Corn-Field for silage
72.86555011135496,1.390722747072322,0.38007701450352116,0.872898185376104,Corn-Field for silage
73.09900329444224,1.337820216547723,0.2546106158990272,1.410126033578249,Corn-Field for silage
73.41921906829384,1.1402763815885395,0.23174082283841058,1.3523584853225077,Corn-Field for silage
72.423850060564,1.2979318859904265,0.4617130552139061,1.2004051077997633,Corn-Field for silage
71.18860979428587,1.342522496005676,0.27283344150191735,1.4518059814870035,Corn-Field for silage
72.85320409604691,1.223831038866295,0.32079737036120065,1.060238478198153,Corn-Field for silage
72.63799053341336,1.1883387339522158,0.29790413313894865,1.0435182432682273,Corn-Field for silage
72.27181282873886,1.3266547787453404,0.2742137446239958,1.4541436594142927,Corn-Field for silage
72.52154414468254,1.3421543766612918,0.25742422212499383,0.9006563661765413,Corn-Field for silage
72.54910341893378,1.3255436105330742,0.23923536818154434,1.0454905893165602,Corn-Field for silage
73.0846296682551,1.1950369844667934,0.24393578702489396,1.2086409106200924,Corn-Field for silage
73.63267411609486,1.428719557973856,0.29705921437759436,1.378466399186896,Corn-Field for silage
72.65517618896813,1.2051994791146683,0.4003047253049882,1.2454885396001873,Corn-Field for silage
73.61197165762611,1.2829060318225023,0.43663915895305594,1.3301017459002018,Corn-Field for silage
73.23909854964973,1.26521199901558,0.33629723275521606,1.438212322225243,Corn-Field for silage
73.33121986931741,1.3417926034097774,0.22839533497269443,1.2069838460737652,Corn-Field for silage
73.11808611623276,1.2981842627844151,0.3765014635739939,1.3977697419099582,Corn-Field for silage
72.42005951760795,1.4406629241670341,0.4001539388389314,1.0456467273082855,Corn-Field for silage
72.81426466422221,1.3615962036364262,0.15644077456340627,0.8431804365008237,Corn-Field for silage
72.87018421576964,1.3645229958533491,0.3558232367747214,1.040883735484297,Corn-Field for silage
72.19858140741867,1.2465473973974626,0.35251696363471835,1.4477848737896983,Corn-Field for silage
73.1035710173085,1.3637009825558457,0.28036790256138994,1.0966709697845274,Corn-Field for silage
73.09781104976592,1.1255981595740623,0.12494594511151919,1.0922908207906152,Corn-Field for silage
72.4526673274375,1.2956260321049429,0.2608391153482954,1.6411985553220134,Corn-Field for silage
73.3535158109797,1.4975780384515767,0.4087392302493358,1.3992020289130414,Corn-Field for silage
73.94198396997554,1.2835012219922106,0.4036073371671084,1.379242288609322,Corn-Field for silage
72.83245761870667,1.1521622207356257,0.3697811121382666,1.1045169932766805,Corn-Field for silage
73.16834248920287,1.4431441014424633,0.4203490781856458,1.1266365484492031,Corn-Field for silage
73.35213896588121,1.3871686361774314,0.4445789751409622,1.0554159716017746,Corn-Field for silage
72.81541862941005,1.3556010483945915,0.2023155491539354,1.1539905181080248,Corn-Field for silage
72.19602687917887,1.2045886167878628,0.5581922707312749,1.3286849417318007,Corn-Field for silage
73.44602968572588,1.5123724987585165,0.23428626888888932,0.998950002216393,Corn-Field for silage
72.54070063439202,1.348118218539423,0.259717623528237,1.567904172290334,Corn-Field for silage
72.44714548297009,1.4862133650181302,0.3265089519086387,0.8282019240708602,Corn-Field for silage
72.62087959504342,1.2561673709905838,0.41543101093694657,1.021758835974075,Corn-Field for silage
73.03418191576672,1.3439285095213795,0.27707358990586184,1.2306409690709263,Corn-Field for silage
74.17355976731896,1.0860628499911225,0.3458338673763666,1.4155855829089332,Corn-Field for silage
72.05787057447871,1.4311842265477857,0.11582220786230987,1.4967091154834855,Corn-Field for silage
73.29926057593984,1.3743345636397848,0.4140127890193183,1.2698305052375296,Corn-Field for silage
73.27146547697446,1.1443085537901716,0.36378880562730803,1.3732837787171697,Corn-Field for silage
73.02684680244843,1.3000183846372864,0.47527758820140736,1.160815531877471,Corn-Field for silage
73.14596398298623,1.1901816521701252,0.28710956057675846,0.797176411574435,Corn-Field for silage
72.33324408157131,1.3781311263956386,0.2647649385281245,0.6390973840419772,Corn-Field for silage
73.58816543933317,1.1598119763525476,0.25114179437686135,1.1686227646674299,Corn-Field for silage
73.249932728774,1.2888811622971743,0.27298470685793697,1.6541023682942613,Corn-Field for silage
73.47036405347423,1.4543475822354797,0.565706486677258,1.2522077989134026,Corn-Field for silage
72.86075844972981,1.1635024118296595,0.25229633866724976,1.1101535158301827,Corn-Field for silage
72.67191696313017,1.372339631055957,0.3902429497963744,1.1233236797679946,Corn-Field for silage
73.05214651589668,1.3636500166639403,0.407637496763871,1.1614200928103233,Corn-Field for silage
72.78857302225342,1.292702230119142,0.32788150271537914,1.0427720168365764,Corn-Field for silage
72.55953366243426,1.2117649445088632,0.31934506191784745,1.2840994141555364,Corn-Field for silage
73.38319280685374,1.3907394241235838,0.367029813734663,1.4818073722855605,Corn-Field for silage
73.24431954327142,1.2195106871378218,0.25972040540557007,1.183685117755904,Corn-Field for silage
73.11297591528337,1.354915896876861,0.22127300056098043,0.901246625258398,Corn-Field for silage
73.35954322469527,1.3655225339383983,0.2492568927546893,1.2187490924101836,Corn-Field for silage
72.94740500204513,1.1738875029006715,0.3323423589800805,1.2236373739645712,Corn-Field for silage
72.53647488857204,1.30695283850706,0.09093990119616635,1.0258880763284013,Corn-Field for silage
72.54833724267259,1.2787119086318932,0.24707166564724048,1.1806331731233715,Corn-Field for silage
72.7859100074207,1.3771341003494433,0.393714584020894,0.9393131437967963,Corn-Field for silage
73.46334927271968,1.2138428402050465,0.3264752567207327,1.3451546057873833,Corn-Field for silage
72.44803165189917,1.2837247218987138,0.22972299686062753,0.9794390188355858,Corn-Field for silage
72.96120045519663,1.2532411044764016,0.3460427065373497,1.3625973490207384,Corn-Field for silage
72.3634248888852,1.1106765899881366,0.28138237639825575,1.4398482670786938,Corn-Field for silage
72.31050377251384,1.3137839950204968,0.23911888739412804,1.1057029452176275,Corn-Field for silage
72.74299925851024,1.460410532139377,0.25062482820244136,0.8744749911837777,Corn-Field for silage
73.75757377407739,1.1950908883249645,0.33183859616236244,1.2833586884136912,Corn-Field for silage
73.3173701201982,1.1296803545911787,0.3086421966938722,1.1972184401979384,Corn-Field for silage
